,Log2FC,Std.Error,df,t value,Pr(>|t|),FDR,diffexpressed,delabel
EIF3K,-0.067599087,0.282642802,56.02134477,-0.239167905,0.811848227,0.929261252,NO,NA
PSMC6,-0.052720177,0.219975857,39.68823596,-0.23966347,0.811824637,0.929261252,NO,NA
MLH1,0.057425645,0.240753222,32.48666796,0.238524928,0.812972214,0.929269442,NO,NA
NDUFB11,0.060578871,0.254108954,34.55332963,0.238397231,0.812981205,0.929269442,NO,NA
MFSD5,0.057696104,0.242493058,57,0.237928889,0.812789468,0.929269442,NO,NA
ARPC3,0.059827256,0.251660184,54.64497783,0.237730322,0.812979383,0.929269442,NO,NA
B3GAT3,-0.061212976,0.257906474,57,-0.237345635,0.813239684,0.929269442,NO,NA
PLXND1,-0.059454774,0.248921624,47.99838711,-0.238849374,0.812239277,0.929269442,NO,NA
PARP6,-0.064368135,0.270087269,31.37682871,-0.238323468,0.813179833,0.929269442,NO,NA
XAGE2,-0.052022171,0.217964824,57,-0.238672325,0.812215698,0.929269442,NO,NA
MAP3K7,-0.057944688,0.244363316,45.08493859,-0.23712515,0.813633903,0.929523432,NO,NA
IL10RB,-0.060153218,0.255314306,54.09394024,-0.235604572,0.814629248,0.930267367,NO,NA
RSRP1,0.07546721,0.320011558,54.04020612,0.235826513,0.81445878,0.930267367,NO,NA
EDEM3,-0.07822378,0.332071282,43.96782552,-0.235563218,0.814865413,0.930340532,NO,NA
SMARCC1,0.060310492,0.256393377,38.78263788,0.235226403,0.815270668,0.930606679,NO,NA
MLLT10,0.068356939,0.292191965,51.18134883,0.233945308,0.815960713,0.930766522,NO,NA
RNF10,-0.0593503,0.253606113,49.27362125,-0.234025511,0.81593483,0.930766522,NO,NA
TRIAP1,-0.057126238,0.243559598,31.06150568,-0.234547268,0.816099392,0.930766522,NO,NA
TBC1D9B,-0.062620161,0.267180634,42.90409888,-0.234373878,0.815809626,0.930766522,NO,NA
VEGFA,0.072537348,0.310879032,56.90741275,0.233329817,0.816342582,0.930781983,NO,NA
TRIM8,0.054154119,0.232045702,48.18625496,0.233376956,0.8164573,0.930781983,NO,NA
H2AC20,0.068804982,0.296215501,56.81208499,0.232280155,0.817155147,0.931381135,NO,NA
ATP13A3,0.070192396,0.302298038,46.74299998,0.232196003,0.817399405,0.93146315,NO,NA
CD276,0.060029506,0.260325536,56.97998844,0.230593999,0.818456168,0.931901225,NO,NA
LTA4H,-0.076721816,0.33191644,48.69059026,-0.231147983,0.81816843,0.931901225,NO,NA
ITGB5,0.068430679,0.297298986,52.59567486,0.230174614,0.818848993,0.931901225,NO,NA
NUP155,0.06805743,0.295754334,39.3705238,0.230114734,0.819194094,0.931901225,NO,NA
BAMBI,0.089928197,0.39080685,47.01435816,0.230109061,0.819005326,0.931901225,NO,NA
IST1,-0.062288842,0.270418387,41.95374235,-0.230342481,0.818945168,0.931901225,NO,NA
DGUOK,-0.057416484,0.249289591,31.43152863,-0.230320424,0.81933528,0.931901225,NO,NA
NUDCD2,0.057662496,0.250260941,31.11809531,0.230409489,0.819281653,0.931901225,NO,NA
TAGLN,0.073243831,0.318360442,56.94896346,0.230065741,0.81886509,0.931901225,NO,NA
MYL12B,-0.034527172,0.1503315,35.64974614,-0.229673571,0.819658143,0.932072343,NO,NA
CHPT1,0.077713208,0.339670976,56.98589673,0.228789662,0.819851488,0.93209614,NO,NA
BTBD1,0.059830154,0.262980053,57,0.227508336,0.820842573,0.933026692,NO,NA
IGFBP7,-0.08035913,0.354082359,40.53117798,-0.226950391,0.821603137,0.933372038,NO,NA
CUL4A,-0.058066315,0.257112127,53.73529939,-0.225840436,0.822182325,0.933372038,NO,NA
DNAJA2,0.064473755,0.284226513,35.15764998,0.226839341,0.821862496,0.933372038,NO,NA
PNRC2,0.040084548,0.177539156,57,0.22577863,0.822181209,0.933372038,NO,NA
YME1L1,0.04134197,0.182737212,39.94093639,0.226237279,0.822170693,0.933372038,NO,NA
SERTAD3,-0.044854423,0.197573703,44.29974935,-0.22702628,0.821447742,0.933372038,NO,NA
ALG3,0.065293576,0.293779674,57,0.222253551,0.824910944,0.933660849,NO,NA
ECD,0.062918615,0.283963082,57,0.221573224,0.825438025,0.933660849,NO,NA
STX5,0.062244477,0.279748553,57,0.222501516,0.824718855,0.933660849,NO,NA
RCC1,0.065007563,0.291731051,26.2102448,0.222833882,0.825392254,0.933660849,NO,NA
SENP7,-0.060334371,0.268603293,57,-0.224622604,0.823076166,0.933660849,NO,NA
E2F4,-0.074023334,0.333023612,45.86803963,-0.222276534,0.825085396,0.933660849,NO,NA
CD81,0.048038987,0.214029485,56.22393964,0.224450322,0.823220613,0.933660849,NO,NA
TK2,0.077139091,0.342842895,39.02485486,0.224998366,0.823154589,0.933660849,NO,NA
ROCK2,-0.067672162,0.302776286,26.51358073,-0.22350549,0.824855287,0.933660849,NO,NA
HES1,0.057904686,0.261750268,56.47469644,0.221221115,0.825718187,0.933660849,NO,NA
SERINC3,0.057447264,0.256060323,40.57348958,0.224350511,0.82361056,0.933660849,NO,NA
VPS45,0.065366862,0.294228641,57,0.22216349,0.824980714,0.933660849,NO,NA
ADGRL2,-0.084144418,0.376725104,41.16181725,-0.223357608,0.824362006,0.933660849,NO,NA
FADS1,0.070109687,0.315831678,57,0.221984341,0.825119504,0.933660849,NO,NA
TMEM97,-0.086487877,0.383063885,34.50432838,-0.22577925,0.822705176,0.933660849,NO,NA
SETX,-0.039957025,0.180580053,57,-0.221270423,0.825672644,0.933660849,NO,NA
DSTYK,-0.058244669,0.261093859,23.33437401,-0.223079428,0.825414982,0.933660849,NO,NA
IRAK4,0.057190992,0.256172325,50.36819945,0.22325203,0.824242333,0.933660849,NO,NA
CYCS,-0.068686887,0.308098494,51.20698038,-0.222938082,0.824470614,0.933660849,NO,NA
IMPDH1,0.075237848,0.341510512,57,0.220309025,0.826417671,0.933805158,NO,NA
PGM3,-0.061942635,0.280932675,42.873972,-0.22048925,0.826536752,0.933805158,NO,NA
CABIN1,-0.061697442,0.280243673,57,-0.220156415,0.82653595,0.933805158,NO,NA
ZNF394,0.062703354,0.284311924,56.38318363,0.220544228,0.826243988,0.933805158,NO,NA
S100PBP,0.050877634,0.232130557,57,0.219176808,0.827295279,0.934101637,NO,NA
CDC123,-0.07708203,0.351103964,39.11911275,-0.219541895,0.827369521,0.934101637,NO,NA
MFN2,-0.057054612,0.260091697,57,-0.219363452,0.827150591,0.934101637,NO,NA
FAM126B,0.0578518,0.264339369,45.89805309,0.218854272,0.827733858,0.934101637,NO,NA
CCT5,0.049217281,0.224630349,46.46703522,0.219103434,0.827529058,0.934101637,NO,NA
ZBTB8OS,0.056115893,0.256847446,57,0.218479468,0.827835913,0.934101637,NO,NA
B4GALT2,-0.056166947,0.257934085,36.28640035,-0.217756977,0.828838386,0.93425778,NO,NA
PRCC,-0.061942902,0.284222714,50.84425218,-0.2179379,0.828349821,0.93425778,NO,NA
EXOC2,-0.062392832,0.287249857,57,-0.21720753,0.828822238,0.93425778,NO,NA
CDC73,0.045837528,0.210325479,39.90090623,0.217936165,0.828589592,0.93425778,NO,NA
OXA1L,-0.055878768,0.256707682,46.84394195,-0.217674703,0.828627985,0.93425778,NO,NA
DIDO1,0.06449438,0.297828527,57,0.216548699,0.829333237,0.934483801,NO,NA
EIF2S1,0.049631158,0.229261807,57,0.216482451,0.829384624,0.934483801,NO,NA
MRPL28,-0.06048432,0.280201979,49.58531596,-0.215859716,0.82998262,0.93496271,NO,NA
CMA1,-0.047657553,0.220995175,45.03179828,-0.215649743,0.830234583,0.935051699,NO,NA
FADD,0.064542831,0.300017834,56.18927571,0.21512998,0.830444923,0.935093783,NO,NA
HMGB2,-0.066108923,0.308737449,56.97392419,-0.214126673,0.831212783,0.935631644,NO,NA
AFG3L2,-0.052632832,0.245885618,57,-0.214054128,0.831268736,0.935631644,NO,NA
RREB1,-0.052752321,0.246491473,48.05183476,-0.214012761,0.831442662,0.935632605,NO,NA
TLE5,-0.035461172,0.166009143,51.75152621,-0.21360975,0.831690734,0.935716984,NO,NA
C18orf25,-0.057556741,0.269069339,28.19815149,-0.213910441,0.83215615,0.936045807,NO,NA
NCSTN,-0.052411393,0.24660147,49.9660231,-0.212534795,0.832554532,0.936299105,NO,NA
BTN2A1,0.059181962,0.279378813,28.79030152,0.21183411,0.833728971,0.936522747,NO,NA
VCP,-0.056138711,0.265497429,57,-0.211447288,0.833292465,0.936522747,NO,NA
MMD,-0.069240123,0.327558723,57,-0.211382321,0.833342915,0.936522747,NO,NA
BBLN,0.038390258,0.181299976,37.48366668,0.211749934,0.833449302,0.936522747,NO,NA
TMEM263,0.056561167,0.267355464,57,0.211557923,0.833206554,0.936522747,NO,NA
RPE,-0.053190046,0.252315168,56.70804797,-0.210807961,0.83379282,0.936522747,NO,NA
LSM6,-0.054963855,0.261473639,32.49449773,-0.210208015,0.834817865,0.937096473,NO,NA
MALSU1,0.064980443,0.309660747,56.95481649,0.209843979,0.834538295,0.937096473,NO,NA
PAN3,0.046540945,0.22217805,57,0.209475893,0.834823643,0.937096473,NO,NA
PLEKHG3,-0.067214941,0.321320552,48.16014234,-0.209183447,0.83518735,0.937217055,NO,NA
TMEM254,-0.067254966,0.321345939,40.19657029,-0.209291477,0.835277797,0.937217055,NO,NA
ACP1,-0.054757542,0.263227126,57,-0.208023934,0.835951788,0.937584101,NO,NA
PIEZO1,-0.060083622,0.287374012,27.33774016,-0.209078135,0.835937393,0.937584101,NO,NA
MAPK6,-0.039927262,0.192219399,26.20267264,-0.20771713,0.837055841,0.937655175,NO,NA
UCP2,-0.065162124,0.314974488,53.07781352,-0.206880642,0.836894691,0.937655175,NO,NA
CCDC59,-0.042042894,0.201183024,16.86368044,-0.208978339,0.836968645,0.937655175,NO,NA
SECISBP2,0.058493998,0.282438816,56.88733567,0.207103254,0.836668777,0.937655175,NO,NA
DCTPP1,0.058579849,0.282068435,53.23002889,0.207679563,0.836271702,0.937655175,NO,NA
RETREG2,0.042116398,0.203236929,34.64141077,0.207228078,0.837045115,0.937655175,NO,NA
PRPF40A,0.049682382,0.240730913,40.0247232,0.206381397,0.837539278,0.938002349,NO,NA
UBE3A,-0.061239082,0.297465419,48.90282661,-0.205869583,0.837747436,0.938041143,NO,NA
ETFA,0.057391877,0.280668146,53.27461547,0.204483045,0.838755247,0.938975122,NO,NA
GRAMD1A,0.053608417,0.262715407,49.22458385,0.204055095,0.839151755,0.939030095,NO,NA
RNF168,-0.040706877,0.198961887,36.13695153,-0.204596358,0.839035509,0.939030095,NO,NA
MRPL14,0.052379015,0.258002888,57,0.203017166,0.839844595,0.939610903,NO,NA
DIABLO,0.079968205,0.394118346,44.56938505,0.202904042,0.840133513,0.939739659,NO,NA
PAM,0.069288241,0.343023526,40.41563937,0.201992679,0.840935772,0.939925131,NO,NA
UBE2Q2,-0.063559116,0.315299905,44.50034195,-0.201583049,0.841161357,0.939925131,NO,NA
FNBP1,0.056259021,0.278724516,57,0.201844538,0.84075691,0.939925131,NO,NA
RUSF1,0.063597825,0.314828221,28.55950252,0.202008019,0.841342528,0.939925131,NO,NA
LONP2,-0.052727376,0.260901857,29.07332009,-0.202096592,0.841248738,0.939925131,NO,NA
RHPN2,-0.041308225,0.205141774,57,-0.201364275,0.841130621,0.939925131,NO,NA
ZFTA,-0.060319198,0.301825242,57,-0.199848089,0.842310668,0.940423682,NO,NA
AKAP8L,-0.058553155,0.29256921,46.58024106,-0.200134371,0.842246711,0.940423682,NO,NA
SLC3A2,-0.051763795,0.258676525,50.16139429,-0.200110136,0.842203532,0.940423682,NO,NA
RABEPK,-0.062421476,0.312380122,36.22475522,-0.199825379,0.842734694,0.94070282,NO,NA
HAT1,-0.034709605,0.17461301,57,-0.198780176,0.843142042,0.940769016,NO,NA
ARHGAP29,-0.069447926,0.348998126,56.7309728,-0.19899226,0.842980269,0.940769016,NO,NA
CFDP1,0.038161009,0.192658762,36.06613446,0.198075649,0.844098131,0.941068079,NO,NA
YWHAQ,-0.035569993,0.180358408,51.64134751,-0.197218379,0.84443084,0.941068079,NO,NA
ATMIN,0.051876124,0.263076435,51.51777396,0.197190312,0.844454541,0.941068079,NO,NA
NSMCE2,0.063772832,0.321543722,47.23811206,0.198333313,0.843635397,0.941068079,NO,NA
ARL5B,-0.044692877,0.226120051,49.61115146,-0.197651103,0.844125668,0.941068079,NO,NA
CHP1,-0.051924328,0.26187669,38.33754496,-0.198277779,0.843875435,0.941068079,NO,NA
POLR3H,-0.058142994,0.296025399,57,-0.196412179,0.844986175,0.94146646,NO,NA
C19orf48,0.056523037,0.287607208,36.07113704,0.196528584,0.845299567,0.941621566,NO,NA
DUS1L,-0.046541167,0.237793609,55.05639351,-0.195720851,0.845549241,0.941705644,NO,NA
C1D,0.059377887,0.303835553,57,0.195427711,0.84575311,0.941738684,NO,NA
GART,-0.055426677,0.285789367,46.14439175,-0.193942405,0.847072237,0.942054359,NO,NA
ATP1B1,0.033279715,0.170826147,41.37120204,0.194816282,0.84649035,0.942054359,NO,NA
CYTH1,0.06136579,0.320271163,51.97307349,0.191605729,0.848797672,0.942054359,NO,NA
RUVBL2,-0.031748967,0.164994311,32.4628568,-0.192424615,0.848608342,0.942054359,NO,NA
MACF1,-0.054908315,0.285264389,43.70194281,-0.192482194,0.848256201,0.942054359,NO,NA
C19orf53,0.047081029,0.245453458,36.15592528,0.191812451,0.848962329,0.942054359,NO,NA
ZC3H11A,0.06315185,0.328702865,54.22006038,0.192124428,0.848362498,0.942054359,NO,NA
VPS39,0.048944636,0.252074303,28.51899749,0.194167496,0.847421205,0.942054359,NO,NA
ESYT1,-0.061454893,0.319109603,48.9350813,-0.1925824,0.848083052,0.942054359,NO,NA
DDX41,-0.063252529,0.32801044,50.20738892,-0.192836937,0.847864616,0.942054359,NO,NA
MIF4GD,-0.059387203,0.304704309,38.43683621,-0.194901093,0.846496956,0.942054359,NO,NA
SIGIRR,0.041478352,0.215565728,56.15648486,0.192416263,0.848110309,0.942054359,NO,NA
ZFYVE21,0.050212644,0.260959831,39.40098903,0.192415223,0.848405299,0.942054359,NO,NA
C6orf89,0.045445098,0.237501048,57,0.191346938,0.848933766,0.942054359,NO,NA
TMEM161B,0.049667976,0.258113618,57,0.192426795,0.84809185,0.942054359,NO,NA
UBE2D2,0.049815016,0.258707554,35.89410661,0.192553386,0.848394082,0.942054359,NO,NA
MS4A7,0.068460053,0.357816446,53.0888997,0.191327295,0.848999045,0.942054359,NO,NA
SDHB,0.048692116,0.254977418,43.74459229,0.190966385,0.849435497,0.942208995,NO,NA
SPATA2L,0.045010178,0.235772362,43.55316949,0.190905233,0.849486985,0.942208995,NO,NA
KIF5B,-0.041909034,0.220192649,27.58494922,-0.190328942,0.850445143,0.942772682,NO,NA
SF3B6,0.057223031,0.302263438,57,0.189315094,0.850518381,0.942772682,NO,NA
FAM199X,0.054184774,0.285821466,57,0.189575591,0.850315187,0.942772682,NO,NA
SLC7A5,0.060727578,0.321672254,48.26040038,0.18878712,0.851051344,0.94297675,NO,NA
ZFC3H1,-0.055625175,0.294085998,36.85546547,-0.189145948,0.851016222,0.94297675,NO,NA
NDEL1,0.053436279,0.284837289,53.13254428,0.187602822,0.85190262,0.943726549,NO,NA
SIL1,0.06759243,0.360790911,53.12988513,0.187345159,0.852103645,0.943755851,NO,NA
FCAMR,0.060701405,0.324932297,56.48473502,0.186812469,0.852477042,0.943976012,NO,NA
RDH13,0.057634495,0.310204725,57,0.185795028,0.85326511,0.94461474,NO,NA
AHSA1,-0.047971488,0.258149962,41.73380145,-0.185827988,0.853479932,0.94461474,NO,NA
LUC7L2,0.046185895,0.248544488,37.69290044,0.185825465,0.853578062,0.94461474,NO,NA
VPS26A,-0.050013068,0.270603902,48.0660817,-0.184820203,0.854147692,0.944756464,NO,NA
INSIG1,0.055991987,0.303751788,57,0.184334674,0.854405171,0.944756464,NO,NA
FN3KRP,-0.04928436,0.267254761,57,-0.184409663,0.854346622,0.944756464,NO,NA
ZMIZ2,0.049198299,0.266280939,56.9937641,0.184760876,0.854072486,0.944756464,NO,NA
RABGGTB,0.055519276,0.301650849,57,0.184051448,0.854626315,0.944807742,NO,NA
TRAK2,-0.058696339,0.318943637,36.35258315,-0.184033581,0.855009864,0.945038504,NO,NA
CDC42SE1,0.038874576,0.212496803,41.5893765,0.182941935,0.855732501,0.945136516,NO,NA
ELOC,-0.036320026,0.197795272,35.34140012,-0.183624341,0.855357656,0.945136516,NO,NA
HDLBP,-0.04089047,0.224511181,55.16061085,-0.182131108,0.856147525,0.945136516,NO,NA
PAK2,0.042276417,0.231410975,57,0.182689768,0.855689681,0.945136516,NO,NA
MAP7D1,0.046674074,0.254948834,28.1314536,0.183072317,0.856054341,0.945136516,NO,NA
MCCC2,-0.042329533,0.231337351,33.13138861,-0.182977514,0.855930802,0.945136516,NO,NA
UHRF2,0.055237449,0.303079905,33.65903463,0.182253748,0.856476848,0.945307031,NO,NA
TAF6,-0.051002441,0.280397416,34.8433036,-0.181893407,0.856720467,0.945382904,NO,NA
MAP3K13,-0.036818879,0.203718894,57,-0.180733749,0.857217651,0.945738494,NO,NA
ABHD14B,0.044092601,0.244109022,49.17209442,0.180626674,0.857403026,0.945750002,NO,NA
ATAD1,0.049239727,0.272907854,44.30902265,0.180426201,0.857640687,0.945819166,NO,NA
ZC3H18,-0.045899611,0.255190657,57,-0.179863994,0.857897247,0.945909141,NO,NA
NBN,-0.053960827,0.300213959,47.30163831,-0.179741231,0.858123508,0.945965678,NO,NA
ARCN1,0.050238642,0.279430092,33.49341228,0.179789661,0.858401034,0.946078693,NO,NA
PSMC3,-0.044143789,0.24697962,57,-0.178734541,0.858779925,0.946303358,NO,NA
ARL17B,0.035114978,0.196390271,29.31322544,0.178802023,0.859323252,0.946709089,NO,NA
LIMS3,0.061377374,0.345227623,56.96093372,0.177788131,0.859520124,0.946733046,NO,NA
FAM214A,0.056225734,0.316803777,50.60150604,0.177478106,0.859841404,0.946852526,NO,NA
PRAC1,-0.04709875,0.265522499,46.52157268,-0.17738139,0.859978894,0.946852526,NO,NA
KLF4,0.067610344,0.383961883,49.68126528,0.176086082,0.860942121,0.947402817,NO,NA
TSPAN17,-0.045937047,0.261066882,50.74790822,-0.17595892,0.861026496,0.947402817,NO,NA
ARMC1,-0.036098672,0.205497215,57,-0.175665019,0.861179697,0.947402817,NO,NA
PGS1,0.045803992,0.259493682,36.97330001,0.176512939,0.860854316,0.947402817,NO,NA
GAPVD1,0.034845298,0.199539316,57,0.174628731,0.861990172,0.947523153,NO,NA
RALA,-0.056785761,0.323434955,39.70530458,-0.175570885,0.861523425,0.947523153,NO,NA
DNAJB6,0.04423544,0.252759779,38.56388463,0.175009806,0.861987574,0.947523153,NO,NA
MYOF,-0.051607556,0.295322025,57,-0.174750108,0.861895236,0.947523153,NO,NA
FOXG1,-0.05071833,0.291900792,57,-0.173751944,0.862676018,0.947698954,NO,NA
TMED7,0.038134198,0.219190391,56.20822773,0.173977508,0.862508228,0.947698954,NO,NA
UQCRHL,-0.042980929,0.247295166,56.27625093,-0.173804164,0.862643068,0.947698954,NO,NA
ARL6IP1,0.05482952,0.316095798,49.34097053,0.173458554,0.863000673,0.947797812,NO,NA
FGD6,0.052767366,0.304123065,40.54170039,0.173506624,0.863116654,0.947797812,NO,NA
AMZ2,-0.049901428,0.289192243,56.93185983,-0.172554518,0.863613578,0.947958377,NO,NA
IVNS1ABP,-0.029232218,0.169384277,57,-0.172579291,0.863593465,0.947958377,NO,NA
SEC61A1,-0.037924599,0.221124511,56.96525139,-0.171507892,0.864432228,0.948604431,NO,NA
FGF21,-0.046913609,0.273622828,50.44337116,-0.171453564,0.864553095,0.948604431,NO,NA
CD59,-0.041953662,0.245356821,56.96928709,-0.170990403,0.864837188,0.948677541,NO,NA
TENT4A,0.041270399,0.241896183,41.84690067,0.170612029,0.865351087,0.948677541,NO,NA
PSMB2,0.067474159,0.396344789,50.77013781,0.170241066,0.865497157,0.948677541,NO,NA
UBE2K,0.029303023,0.171592049,33.96137681,0.170771452,0.865416851,0.948677541,NO,NA
ZBTB41,-0.047591208,0.27930638,57,-0.170390692,0.86530626,0.948677541,NO,NA
RBM12B,-0.045843487,0.269041491,34.12340422,-0.170395601,0.865705332,0.948713364,NO,NA
NRAS,0.052058201,0.308732354,56.9472139,0.168619194,0.86669366,0.949411536,NO,NA
SUCLG1,0.046238865,0.273071983,34.57293828,0.169328483,0.866525153,0.949411536,NO,NA
TCEAL9,-0.060161823,0.358642642,53.05476757,-0.167748661,0.867418818,0.949531834,NO,NA
POLR2H,-0.049535453,0.293101331,23.95370787,-0.169004532,0.867212137,0.949531834,NO,NA
LARP4,-0.046577909,0.277159486,35.06094686,-0.168054538,0.867506054,0.949531834,NO,NA
SPRED1,0.03816419,0.226530587,41.74636092,0.16847257,0.86702513,0.949531834,NO,NA
RAPGEF1,-0.044163426,0.264220187,56.07459289,-0.167146296,0.867856254,0.949722856,NO,NA
APOE,-0.08969861,0.546015413,56.11134595,-0.16427853,0.870102229,0.951338439,NO,NA
BLVRB,-0.050734926,0.310680708,49.8858052,-0.163302468,0.870940069,0.951338439,NO,NA
LDLRAD4,0.043991473,0.270161276,34.29669816,0.162834116,0.871604718,0.951338439,NO,NA
SLC41A3,-0.038362211,0.236059557,36.65521023,-0.162510731,0.871796268,0.951338439,NO,NA
KIAA0930,0.043248324,0.264892976,57,0.163267159,0.870885586,0.951338439,NO,NA
NDRG1,-0.043272808,0.264508605,53.87694049,-0.163596977,0.870660578,0.951338439,NO,NA
BIRC5,0.04908485,0.302385059,45.66721929,0.162325647,0.871765549,0.951338439,NO,NA
EYA3,0.046382986,0.283225634,38.99785042,0.163766907,0.870760452,0.951338439,NO,NA
MRPL3,-0.040347346,0.247170916,57,-0.163236625,0.870909515,0.951338439,NO,NA
MRPL4,-0.039491706,0.240386486,32.1332895,-0.16428422,0.870536455,0.951338439,NO,NA
NOTCH2NLA,0.033517988,0.20407529,55.83205955,0.164243248,0.870132818,0.951338439,NO,NA
FOXD4L5,0.057609421,0.353578409,53.8971549,0.162932521,0.871180942,0.951338439,NO,NA
NDUFB8,-0.047634278,0.292799113,35.28657777,-0.162685868,0.871693874,0.951338439,NO,NA
H3-3B,-0.036378878,0.222777176,49.99069826,-0.16329715,0.870942854,0.951338439,NO,NA
TFG,-0.032776982,0.202047924,25.68194144,-0.162223799,0.872399243,0.9518043,NO,NA
RPS6KB1,0.052496764,0.321851034,13.46231284,0.163108887,0.872855826,0.95211029,NO,NA
ACTA2,0.060302269,0.377109808,53.41630894,0.159906393,0.873557963,0.952432816,NO,NA
CNOT9,-0.043149684,0.269420967,34.92521237,-0.160157113,0.873680047,0.952432816,NO,NA
PREB,-0.043310206,0.270796055,57,-0.159936622,0.873496427,0.952432816,NO,NA
HADHA,-0.051222577,0.322091357,53.23992632,-0.159031205,0.874246041,0.95257591,NO,NA
VDAC2,0.039945036,0.250926789,52.53752288,0.159190001,0.874129582,0.95257591,NO,NA
ATF6B,0.053170772,0.335465324,43.00978803,0.158498563,0.874805837,0.95257591,NO,NA
PIN1,-0.023843526,0.150386631,57,-0.158548177,0.874585263,0.95257591,NO,NA
SBNO2,0.051097777,0.322382044,39.56455418,0.158500693,0.874868552,0.95257591,NO,NA
SMIM10L1,-0.046786678,0.295519069,57,-0.158320335,0.874763962,0.95257591,NO,NA
SMAD4,0.034080526,0.214608833,25.62920334,0.158802996,0.875068838,0.952602122,NO,NA
UCHL3,-0.048561096,0.308773677,40.45234695,-0.157270842,0.875813777,0.952837448,NO,NA
MRPL19,-0.048052354,0.305970338,57,-0.157049061,0.875761161,0.952837448,NO,NA
CHMP3,0.036825168,0.234287642,49.07036131,0.157179303,0.875748504,0.952837448,NO,NA
MICOS13,-0.046975952,0.299562058,47.87409224,-0.156815427,0.876049784,0.952902441,NO,NA
ATP6AP2,-0.047159798,0.302421951,49.78559469,-0.155940393,0.876710602,0.953045951,NO,NA
OSBPL2,-0.05470101,0.350350433,56.62846342,-0.156132274,0.876484033,0.953045951,NO,NA
AGO1,0.04663257,0.298811752,47.0620081,0.156060027,0.876653217,0.953045951,NO,NA
PMPCA,0.041184305,0.265511685,57,0.155112968,0.877280238,0.953473456,NO,NA
SNRPD3,-0.025033928,0.161782047,55.87231219,-0.154738604,0.877585028,0.953598551,NO,NA
AKT2,0.041553042,0.269314315,57,0.15429199,0.877924526,0.953598551,NO,NA
LPAR2,-0.042191111,0.27336365,57,-0.154340603,0.877886373,0.953598551,NO,NA
SDF2,-0.040940137,0.2661837,55.78012185,-0.153804072,0.878319326,0.953644161,NO,NA
ABRACL,0.048829538,0.316993788,52.98757819,0.154039417,0.878163855,0.953644161,NO,NA
MLLT6,-0.043191331,0.282248705,57,-0.15302579,0.878918378,0.954102962,NO,NA
USP4,-0.037835571,0.24784314,35.16870885,-0.152659345,0.879539424,0.954278479,NO,NA
TPGS2,0.044128528,0.289200588,57,0.152587961,0.87926208,0.954278479,NO,NA
CHMP5,0.037427524,0.245788811,47.89321964,0.152275136,0.87960963,0.954278479,NO,NA
MINDY3,0.041939775,0.276361883,57,0.151756729,0.879914672,0.95441788,NO,NA
CSE1L,-0.057069207,0.37803006,55.49512757,-0.150964732,0.880550958,0.954916445,NO,NA
KLHL9,-0.03622046,0.239499604,31.46236959,-0.151233903,0.880756744,0.954948046,NO,NA
TDG,0.048569931,0.323665627,37.96602686,0.150062059,0.881510048,0.955573154,NO,NA
LZIC,0.044351093,0.297336309,57,0.149161376,0.881952796,0.955861431,NO,NA
STMP1,0.034740045,0.23367329,57,0.148669303,0.882339311,0.956088658,NO,NA
NDUFS6,0.02979592,0.201527927,39.33666106,0.147850081,0.883216354,0.956556843,NO,NA
MAPKAPK2,0.030756331,0.208555584,54.56599729,0.147473064,0.883302213,0.956556843,NO,NA
DDX17,-0.030232185,0.204599224,56.99795482,-0.147762951,0.883051328,0.956556843,NO,NA
SPIN2B,-0.041475252,0.282461544,57,-0.146835041,0.883780344,0.956691338,NO,NA
MZF1,-0.042890571,0.290701085,28.45763556,-0.147541834,0.883744759,0.956691338,NO,NA
CLNS1A,0.042870978,0.293288576,34.8175512,0.146173363,0.88462758,0.957211194,NO,NA
WDR1,-0.025916454,0.178061326,57,-0.145547911,0.884791775,0.957211194,NO,NA
RPIA,0.046141089,0.316148912,39.5410267,0.145947329,0.884704481,0.957211194,NO,NA
NUBP2,-0.045457559,0.313036702,37.10737431,-0.14521479,0.885327211,0.957407262,NO,NA
AK3,0.034379279,0.236341086,32.58075719,0.145464675,0.885240232,0.957407262,NO,NA
CNOT7,-0.046718006,0.323168598,56.99824845,-0.144562332,0.885566392,0.957474383,NO,NA
CD55,0.050374326,0.348888381,51.08553817,0.14438522,0.885764399,0.957496969,NO,NA
HINT1,0.030995271,0.215149598,51.45773959,0.144063809,0.886012815,0.957574026,NO,NA
BUD23,0.031763763,0.222653369,57,0.142660152,0.887061685,0.957812768,NO,NA
DDT,0.044439846,0.31204151,25.45370883,0.142416456,0.887872398,0.957812768,NO,NA
APOD,-0.085487702,0.605507168,48.33989533,-0.141183633,0.888311599,0.957812768,NO,NA
SMAD1,-0.042760771,0.301636421,57,-0.141762624,0.887767377,0.957812768,NO,NA
TIMM10B,0.046509256,0.32941299,57,0.141188288,0.888219004,0.957812768,NO,NA
AP2A1,-0.03958592,0.27874614,34.14306343,-0.142014234,0.887903461,0.957812768,NO,NA
MRPS23,-0.040025065,0.281110235,38.98251342,-0.142382098,0.887511569,0.957812768,NO,NA
SRPK2,0.042866397,0.301531355,29.73035532,0.142162321,0.887910828,0.957812768,NO,NA
RTN3,-0.044927386,0.314837905,47.3097661,-0.142700055,0.8871331,0.957812768,NO,NA
